<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
25.09.2020,13:06:00,112195,115141,107985,111137,74
25.09.2020,13:07:00,110252,115192,107978,108800,29
25.09.2020,13:08:00,109261,115201,107949,111273,81
25.09.2020,13:09:00,110640,115179,108245,113012,14
25.09.2020,13:10:00,111243,115133,108135,108517,72
25.09.2020,13:11:00,113420,115130,107933,109201,55
25.09.2020,13:12:00,112774,115057,107979,114004,57
25.09.2020,13:13:00,113985,115062,108062,108062,31
25.09.2020,13:14:00,115047,115263,107942,107942,91
25.09.2020,13:15:00,108032,115199,108032,112860,15
25.09.2020,13:16:00,113523,115214,108010,110633,96
25.09.2020,13:17:00,109764,115283,108042,114919,11
25.09.2020,13:18:00,112590,115113,108084,110459,17
25.09.2020,13:19:00,112094,115299,107993,109755,58
25.09.2020,13:20:00,108554,115142,108013,113508,91
25.09.2020,13:21:00,109179,115256,108059,112824,40
25.09.2020,13:22:00,109393,114955,107939,112106,28
25.09.2020,13:23:00,108899,115226,107931,112208,35
25.09.2020,13:24:00,112830,115279,108305,113353,28
25.09.2020,13:25:00,112990,115262,107968,112146,45
25.09.2020,13:26:00,112388,115031,108200,111350,47
25.09.2020,13:27:00,108347,115186,107937,114951,85
25.09.2020,13:28:00,111357,115215,108005,108625,1
25.09.2020,13:29:00,109775,115185,107950,109709,38
25.09.2020,13:30:00,111898,115212,108037,114413,33
25.09.2020,13:31:00,109947,115164,108111,110008,77
25.09.2020,13:33:00,108022,115025,108022,109296,20
25.09.2020,13:34:00,109120,115272,107966,109034,23
25.09.2020,13:35:00,108871,115239,108209,108678,84
25.09.2020,13:36:00,109966,115232,108297,110283,88
25.09.2020,13:37:00,109630,115297,108151,112017,67
25.09.2020,13:38:00,109832,114789,108039,109538,62
25.09.2020,13:39:00,114621,115118,107985,114783,90
25.09.2020,13:40:00,112637,115296,108029,108849,85
25.09.2020,13:41:00,109778,115223,107998,110569,35
25.09.2020,13:42:00,108382,115118,107966,111240,41
25.09.2020,13:43:00,111704,115260,108071,111616,93
25.09.2020,13:44:00,109320,115204,107945,110862,71
25.09.2020,13:45:00,112310,115208,108199,111089,93
25.09.2020,13:46:00,112693,115018,107967,108340,39
25.09.2020,13:47:00,112459,115286,108019,110544,51
25.09.2020,13:48:00,111815,115245,107957,114868,48
25.09.2020,13:49:00,111202,115251,108159,115170,25
25.09.2020,13:50:00,110447,115294,108172,109200,34
25.09.2020,13:51:00,114721,115198,107906,108133,24
25.09.2020,13:52:00,112175,115262,107960,114710,50
25.09.2020,13:53:00,113985,114921,108095,110428,37
25.09.2020,13:54:00,110525,114905,107904,109184,77
25.09.2020,13:55:00,115043,115133,107914,111403,89
25.09.2020,13:56:00,110641,115124,107920,113171,77
25.09.2020,13:57:00,109460,114903,108081,114903,21
25.09.2020,13:58:00,111917,115061,108012,113375,62
25.09.2020,13:59:00,108446,115192,107916,108188,9
25.09.2020,14:00:00,114841,115268,108013,108976,50
25.09.2020,14:01:00,113472,115020,108527,112160,23
25.09.2020,14:02:00,113739,115263,107985,112177,52
25.09.2020,14:03:00,114481,115298,107918,109888,90
25.09.2020,14:04:00,108214,115235,107990,114802,77
25.09.2020,14:05:00,108231,115144,107960,109914,59
25.09.2020,14:06:00,114435,115297,108013,111047,89
25.09.2020,14:07:00,109460,115203,108031,115203,41
25.09.2020,14:08:00,108806,115296,107981,115027,13
25.09.2020,14:09:00,111685,115225,108018,114897,47
25.09.2020,14:10:00,113132,115291,108712,112106,10
25.09.2020,14:11:00,114483,115296,107949,113562,69
25.09.2020,14:12:00,110836,115249,107927,108710,13
25.09.2020,14:13:00,109053,115093,108181,108915,30
25.09.2020,14:14:00,112776,115140,107938,113772,93
25.09.2020,14:15:00,108614,115209,108008,113687,98
25.09.2020,14:16:00,109704,115144,107904,110357,33
25.09.2020,14:17:00,114565,114930,107916,108192,36
25.09.2020,14:18:00,108496,115124,107911,113095,32
25.09.2020,14:19:00,114038,115159,107977,108485,49
25.09.2020,14:20:00,112930,115273,107912,111256,72
25.09.2020,14:21:00,112471,115274,108004,108004,6
25.09.2020,14:22:00,114217,115156,107947,109960,73
25.09.2020,14:23:00,114833,115268,108169,109834,58
25.09.2020,14:24:00,111324,115159,107920,112053,4
25.09.2020,14:25:00,109745,115259,107955,110713,14
25.09.2020,14:26:00,111478,115257,107919,109946,36
25.09.2020,14:27:00,112123,115293,107988,112188,15
25.09.2020,14:28:00,109215,115064,108252,111409,67
25.09.2020,14:29:00,108623,115227,108302,111376,64
25.09.2020,14:30:00,112953,115197,107913,113573,88
25.09.2020,14:31:00,114884,115257,107931,114790,20
25.09.2020,14:32:00,108581,114925,107920,111797,57
25.09.2020,14:33:00,109103,115089,108176,114815,43
25.09.2020,14:34:00,110437,115197,107900,110228,79
25.09.2020,14:35:00,113428,115258,107989,109352,43
25.09.2020,14:36:00,112248,115236,107972,114698,89
25.09.2020,14:37:00,108268,115267,107960,114918,25
25.09.2020,14:38:00,114997,115245,108296,109566,68
25.09.2020,14:39:00,110191,115035,108160,114314,87
25.09.2020,14:40:00,112795,115276,107918,112581,54
25.09.2020,14:41:00,113594,115223,108251,110374,17
25.09.2020,14:42:00,115136,115172,107939,114664,69
25.09.2020,14:43:00,111425,115278,108164,109585,19
25.09.2020,14:44:00,114892,115223,107974,112301,82
25.09.2020,14:45:00,109278,115237,108004,109178,67
25.09.2020,14:46:00,108733,114582,107904,109437,92
25.09.2020,14:47:00,109525,115215,108192,109690,65
25.09.2020,14:48:00,112726,115273,108189,108555,31
25.09.2020,14:49:00,113825,114792,107958,110073,12
25.09.2020,14:50:00,112043,115285,107964,110724,49
25.09.2020,14:51:00,113585,115115,107952,110410,24
25.09.2020,14:52:00,109455,115293,108242,114391,94
25.09.2020,14:53:00,110430,114948,107991,109691,83
25.09.2020,14:54:00,113628,115271,107995,114684,95
25.09.2020,14:55:00,108288,115238,107917,108408,32
25.09.2020,14:56:00,109182,114863,108041,112345,13
25.09.2020,14:57:00,109179,115072,107970,112381,2
25.09.2020,14:58:00,111400,115203,108177,108177,25
25.09.2020,14:59:00,110303,115163,108071,112769,13
25.09.2020,15:00:00,114264,114837,108038,111678,80
25.09.2020,15:01:00,113977,114969,108013,111433,90
25.09.2020,15:02:00,114547,115280,108373,111427,52
25.09.2020,15:03:00,111276,115268,107917,109002,63
25.09.2020,15:04:00,115136,115216,108203,114320,41
25.09.2020,15:05:00,109042,115221,107945,109661,96
25.09.2020,15:06:00,108067,115289,107903,109800,48
25.09.2020,15:07:00,111084,115253,107905,114937,39
25.09.2020,15:08:00,108470,115271,107960,112628,22
25.09.2020,15:09:00,110958,115264,107964,110567,69
25.09.2020,15:10:00,111202,115039,108037,111343,83
25.09.2020,15:11:00,111352,115211,107908,112964,21
25.09.2020,15:12:00,113908,115291,107917,110615,5
25.09.2020,15:13:00,109003,115293,107941,115228,76
25.09.2020,15:14:00,109233,115286,108047,112066,43
25.09.2020,15:15:00,110003,115180,107952,110702,53
25.09.2020,15:16:00,115060,115221,107922,110846,85
25.09.2020,15:17:00,111177,115256,108331,110620,44
25.09.2020,15:18:00,110539,115000,108007,113229,71
25.09.2020,15:19:00,111891,115223,107942,112674,22
25.09.2020,15:20:00,111430,114879,108026,114137,9
25.09.2020,15:21:00,110663,115188,107929,114935,52
25.09.2020,15:22:00,114395,115258,107920,109566,79
25.09.2020,15:23:00,108009,115117,107905,111276,95
25.09.2020,15:24:00,108387,115226,107911,113100,38
25.09.2020,15:25:00,108119,115156,107951,110883,29
25.09.2020,15:26:00,114039,115105,108082,114072,9
25.09.2020,15:27:00,113587,115296,107904,114403,64
25.09.2020,15:28:00,108409,114929,107932,109009,10
25.09.2020,15:29:00,110898,115296,108018,113206,97
25.09.2020,15:30:00,108460,115109,107934,113890,89
25.09.2020,15:31:00,110652,115228,107963,110905,74
25.09.2020,15:32:00,108979,115145,107911,112703,80
25.09.2020,15:33:00,110706,115244,108018,110182,59
25.09.2020,15:34:00,111482,115127,107918,112520,71
25.09.2020,15:35:00,111876,115179,108075,108800,40
25.09.2020,15:36:00,113620,115213,107907,108195,77
25.09.2020,15:37:00,108980,115023,108036,111242,70
25.09.2020,15:38:00,112867,115154,107916,114428,73
25.09.2020,15:39:00,113198,115252,107992,115077,80
25.09.2020,15:40:00,107951,115192,107951,111277,49
25.09.2020,15:41:00,110144,115105,107957,108211,81
25.09.2020,15:42:00,108599,114980,107906,110820,70
25.09.2020,15:43:00,109283,115283,107956,109944,66
25.09.2020,15:44:00,112297,114875,107915,108764,64
25.09.2020,15:45:00,109705,115198,108052,114210,73
25.09.2020,15:46:00,107906,115282,107906,111393,20
25.09.2020,15:47:00,114920,115209,108063,112624,8
25.09.2020,15:48:00,112598,115200,108015,108717,21
25.09.2020,15:49:00,112494,115063,107941,112070,6
25.09.2020,15:50:00,110716,115285,108066,108372,26
25.09.2020,15:51:00,114694,115220,108107,108796,10
25.09.2020,15:52:00,114371,115127,107936,110553,41
25.09.2020,15:53:00,114674,115279,107910,108860,91
25.09.2020,15:54:00,111599,115272,107987,108223,68
25.09.2020,15:55:00,114634,115207,108041,115151,23
25.09.2020,15:56:00,108339,115143,107931,109502,61
25.09.2020,15:57:00,113121,115167,107958,114006,13
25.09.2020,15:58:00,113305,115232,107972,110436,58
25.09.2020,15:59:00,113384,115293,107901,111061,85
25.09.2020,16:00:00,115134,115201,107928,110111,7
25.09.2020,16:01:00,113508,115139,107933,107933,7
25.09.2020,16:02:00,112949,115272,108060,111307,3
25.09.2020,16:03:00,109493,115257,107949,109927,3
25.09.2020,16:04:00,107998,115289,107958,109409,14
25.09.2020,16:05:00,111403,115126,107905,113132,63
25.09.2020,16:06:00,110477,114869,107923,108471,84
25.09.2020,16:07:00,114863,115033,107951,108784,18
25.09.2020,16:08:00,114625,115066,108038,109876,4
25.09.2020,16:09:00,114955,115276,107915,112548,10
25.09.2020,16:10:00,110352,115290,108283,111768,44
25.09.2020,16:11:00,111686,115295,108060,115236,39
25.09.2020,16:12:00,111751,115245,107969,115245,62
25.09.2020,16:13:00,111538,115163,107977,109925,34
25.09.2020,16:14:00,110128,115165,108306,110472,89
25.09.2020,16:15:00,114406,115055,107901,114551,36
25.09.2020,16:16:00,108993,114772,107939,114074,21
25.09.2020,16:17:00,110255,115231,108042,108042,76
25.09.2020,16:18:00,111650,115211,107979,112671,51
25.09.2020,16:19:00,109745,115271,108002,115045,92
25.09.2020,16:20:00,113229,115237,108156,114729,45
25.09.2020,16:21:00,112889,115267,107913,112411,76
25.09.2020,16:22:00,113081,115110,107921,110580,66
25.09.2020,16:23:00,112635,115255,108297,111452,31
25.09.2020,16:24:00,115123,115161,108102,108129,67
25.09.2020,16:25:00,110919,115186,108103,108175,73
25.09.2020,16:26:00,114702,115152,108196,108938,89
25.09.2020,16:27:00,109348,115258,108110,114482,21
25.09.2020,16:28:00,112838,115229,108020,113217,29
25.09.2020,16:29:00,110453,115010,107923,112538,48
25.09.2020,16:30:00,111034,115259,107948,114313,38
25.09.2020,16:31:00,113222,115270,107943,114547,44
25.09.2020,16:32:00,114261,115228,108263,113035,46
25.09.2020,16:33:00,111305,115226,107963,110665,8
25.09.2020,16:34:00,111051,115113,107902,109603,39
25.09.2020,16:35:00,110470,115056,107924,107924,27
25.09.2020,16:37:00,114237,115168,108008,110036,31
25.09.2020,16:38:00,113028,115113,107963,111674,51
25.09.2020,16:39:00,111463,115131,108072,113800,69
25.09.2020,16:40:00,112951,115001,108074,112053,9
25.09.2020,16:41:00,114347,115079,107979,111095,50
25.09.2020,16:42:00,114382,115241,107908,112292,47
25.09.2020,16:43:00,111692,115236,107916,111286,64
25.09.2020,16:44:00,108526,115292,108112,113370,21
25.09.2020,16:45:00,114077,115188,107913,114579,4
25.09.2020,16:46:00,114766,115060,108252,115060,48
25.09.2020,16:47:00,108289,115193,108012,111016,65
25.09.2020,16:48:00,113645,115161,107982,115116,69
25.09.2020,16:49:00,115272,115274,108009,113867,32
25.09.2020,16:50:00,110727,114998,107979,109639,91
25.09.2020,16:51:00,108112,115290,107918,113584,88
25.09.2020,16:52:00,112092,115180,108020,114843,35
25.09.2020,16:53:00,108805,115216,107940,110049,83
25.09.2020,16:55:00,110726,115097,108017,108270,92
25.09.2020,16:56:00,109586,115176,108058,110543,14
25.09.2020,16:57:00,113010,115253,108084,108084,70
25.09.2020,16:58:00,111383,115178,108066,110980,18
25.09.2020,16:59:00,110033,115231,107954,114083,32
25.09.2020,17:00:00,114091,115260,107945,110833,94
25.09.2020,17:01:00,109993,115208,107956,112120,63
25.09.2020,17:02:00,113336,115169,108074,110955,96
25.09.2020,17:03:00,115219,115219,108095,113623,38
25.09.2020,17:04:00,113436,115208,107985,113391,98
25.09.2020,17:05:00,114030,115243,107920,115194,85
25.09.2020,17:06:00,109767,115259,108462,108580,8
25.09.2020,17:07:00,108211,115195,107936,112292,30
25.09.2020,17:08:00,110878,115295,108087,112711,9
25.09.2020,17:09:00,112533,115048,108023,111931,64
25.09.2020,17:10:00,110430,115063,107928,113545,33
25.09.2020,17:11:00,113596,115274,108015,108940,80
25.09.2020,17:12:00,114653,114853,108002,113175,76
25.09.2020,17:13:00,109701,115124,107932,110540,34
25.09.2020,17:14:00,114323,115299,108010,110689,63
25.09.2020,17:15:00,112704,115187,108095,115187,44
25.09.2020,17:16:00,114472,114946,107909,114087,60
25.09.2020,17:17:00,114434,115261,107905,108634,83
25.09.2020,17:18:00,110374,115046,107946,108209,83
25.09.2020,17:19:00,114180,114667,108088,113482,39
25.09.2020,17:20:00,113682,115144,108016,114976,42
25.09.2020,17:21:00,108254,115275,107989,108920,37
25.09.2020,17:22:00,108495,115281,107976,112162,65
25.09.2020,17:23:00,111775,115237,108152,111650,50
25.09.2020,17:24:00,108442,115230,108002,112867,21
25.09.2020,17:25:00,113278,115214,107981,109820,98
25.09.2020,17:26:00,110966,115147,107925,109081,53
25.09.2020,17:27:00,113865,114995,107919,108519,69
25.09.2020,17:28:00,115279,115279,108002,108907,73
25.09.2020,17:29:00,107968,115253,107968,114875,21
25.09.2020,17:30:00,112499,115213,107913,109139,20
25.09.2020,17:31:00,113996,115137,108164,114222,29
25.09.2020,17:32:00,111225,115289,108096,110886,60
25.09.2020,17:33:00,114177,115294,108350,112343,19
25.09.2020,17:34:00,114039,115278,107924,112056,66
25.09.2020,17:35:00,109100,115272,108103,110424,72
25.09.2020,17:36:00,111576,115020,108104,110658,87
25.09.2020,17:37:00,112199,115264,107978,111905,89
25.09.2020,17:38:00,113326,115078,108244,108244,51
25.09.2020,17:39:00,111119,115279,108055,109789,46
25.09.2020,17:40:00,110640,115169,107934,111255,21
25.09.2020,17:41:00,108438,115277,108203,113143,48
25.09.2020,17:42:00,114370,115251,108344,109048,9
25.09.2020,17:43:00,112456,115111,107943,111138,2
25.09.2020,17:44:00,109703,115160,107912,110205,21
25.09.2020,17:45:00,114016,115219,108087,112926,71
25.09.2020,17:46:00,109631,115130,108111,114407,30
25.09.2020,17:47:00,109395,114797,108119,110397,96
25.09.2020,17:48:00,108533,114938,108054,112651,21
25.09.2020,17:49:00,110283,115267,108204,109320,32
25.09.2020,17:50:00,109742,115295,107931,114433,61
25.09.2020,17:51:00,114786,115146,108225,113436,36
25.09.2020,17:52:00,109327,115242,107934,108625,50
25.09.2020,17:53:00,107929,115081,107929,114178,89
25.09.2020,17:54:00,108094,115297,108094,114107,59
25.09.2020,17:55:00,111660,115041,107915,109640,36
25.09.2020,17:56:00,114062,115159,108154,108443,32
25.09.2020,17:57:00,115249,115261,107990,108849,78
25.09.2020,17:58:00,110805,115259,107987,110739,19
25.09.2020,17:59:00,115228,115228,107999,109457,23
25.09.2020,18:00:00,111248,115239,107956,112377,95
25.09.2020,18:01:00,114148,115172,107941,114140,93
25.09.2020,18:02:00,115128,115128,107926,109650,65
25.09.2020,18:03:00,114824,115139,108056,113979,46
25.09.2020,18:04:00,111511,115249,108148,113605,65
25.09.2020,18:05:00,108892,115097,108167,114422,16
25.09.2020,18:06:00,108957,115262,107937,113888,67
25.09.2020,18:07:00,108153,115284,108153,115083,58
25.09.2020,18:08:00,110925,115016,108391,114999,58
25.09.2020,18:09:00,112674,115272,108041,115137,29
25.09.2020,18:10:00,109866,115081,107946,113992,15
25.09.2020,18:11:00,114345,115226,107907,110802,28
25.09.2020,18:12:00,109731,115217,108112,111243,76
25.09.2020,18:13:00,110020,115291,108019,114271,37
25.09.2020,18:14:00,109325,115295,108047,112306,55
25.09.2020,18:15:00,108713,115013,107905,111500,31
25.09.2020,18:16:00,113294,114926,107990,110045,53
25.09.2020,18:17:00,109478,115297,107905,110528,41
25.09.2020,18:18:00,108891,115299,108182,108379,36
25.09.2020,18:19:00,111184,115269,108209,111505,73
25.09.2020,18:20:00,109794,115225,108042,115225,84
25.09.2020,18:21:00,113064,115250,108176,109073,5
25.09.2020,18:22:00,114285,115148,108040,109510,79
25.09.2020,18:23:00,109609,115210,107902,111625,22
25.09.2020,18:24:00,113744,115108,108045,109689,31
25.09.2020,18:25:00,111643,115274,107904,110998,97
25.09.2020,18:26:00,107981,115224,107906,109264,44
25.09.2020,18:27:00,110864,114866,108021,113821,29
25.09.2020,18:28:00,112810,114922,108004,110334,94
25.09.2020,18:29:00,107943,115217,107905,114091,89
25.09.2020,18:30:00,110697,114828,108043,112697,36
25.09.2020,18:31:00,114420,115248,108242,113890,18
25.09.2020,18:32:00,110122,115211,108062,114606,1
25.09.2020,18:33:00,114492,115282,108083,109104,67
25.09.2020,18:34:00,108899,114821,108053,111401,5
25.09.2020,18:35:00,108141,115247,108004,114047,69
25.09.2020,18:36:00,114578,115272,108181,109169,87
25.09.2020,18:37:00,113472,115222,107969,112883,81
25.09.2020,18:38:00,113793,115208,108098,115201,84
25.09.2020,18:39:00,113221,115207,108323,113596,25
25.09.2020,18:40:00,112131,115298,108033,110035,20
25.09.2020,18:41:00,108254,115177,108081,108874,43
25.09.2020,18:42:00,114516,115266,107930,112968,92
25.09.2020,18:43:00,112111,115006,107919,114881,10
25.09.2020,18:44:00,114554,114982,107995,109423,60
25.09.2020,18:45:00,110839,115251,107931,112016,38
25.09.2020,18:46:00,112098,115164,107962,110113,58
25.09.2020,18:47:00,111788,115225,107968,110066,66
25.09.2020,18:48:00,113093,115292,107920,108039,18
25.09.2020,18:49:00,110454,115195,108018,112673,64
25.09.2020,18:50:00,108444,115036,108017,108338,53
25.09.2020,18:51:00,112636,115227,107934,111573,57
25.09.2020,18:52:00,108412,115063,107920,111624,51
25.09.2020,18:53:00,114729,115082,108055,112603,53
25.09.2020,18:54:00,112843,115150,107939,115041,13
25.09.2020,18:55:00,110534,115267,107946,113414,6
25.09.2020,18:56:00,113117,115296,108010,112065,26
25.09.2020,18:57:00,111123,115186,108032,109051,21
25.09.2020,18:58:00,110807,115297,108004,111331,14
25.09.2020,18:59:00,108728,115286,107964,111591,16
25.09.2020,19:00:00,113681,115139,107942,108622,90
25.09.2020,19:01:00,108395,115138,107963,109573,33
25.09.2020,19:02:00,107985,114749,107954,112504,4
25.09.2020,19:03:00,114417,115284,108134,113088,13
25.09.2020,19:04:00,113347,115191,108103,112568,42
25.09.2020,19:05:00,113333,115253,107938,107938,1
25.09.2020,19:06:00,114548,115094,108034,112913,69
25.09.2020,19:07:00,112656,115269,107990,108989,77
25.09.2020,19:08:00,109602,115080,108122,111347,19
25.09.2020,19:09:00,109926,115292,108047,115292,87
25.09.2020,19:10:00,109159,115213,107945,114478,71
25.09.2020,19:11:00,112658,114977,107998,109447,44
25.09.2020,19:12:00,112568,115081,108051,112135,83
25.09.2020,19:13:00,111540,115199,107960,112982,65
25.09.2020,19:14:00,110980,115167,108119,110435,25
25.09.2020,19:15:00,113645,115163,107924,112760,94
25.09.2020,19:16:00,112741,115241,107955,110080,85
